,0,1,2,3,4,5
1330,26100134,"Fish, NS as to type, coated, baked or broiled, made with cooking spray",,2a,2402,Fish
1331,26100140,"Fish, NS as to type, coated, fried, made with oil","fried, NS as to coating; NS as to fat added in cooking; NS as to type of fat added in cooking",2,2402,Fish
1332,26100141,"Fish, NS as to type, coated, fried, made with butter","fried, NS as to coating; made with animal fat or meat drippings",2,2402,Fish
1333,26100142,"Fish, NS as to type, coated, fried, made with margarine","fried, NS as to coating; made with shortening",2a,2402,Fish
1334,26100143,"Fish, NS as to type, coated, fried, made without fat","fried, NS as to coating",2,2402,Fish
1335,26100144,"Fish, NS as to type, coated, fried, made with cooking spray","fried, NS as to coating",2,2402,Fish
1336,26100160,"Fish, NS as to type, steamed",,,2402,Fish
1337,26100170,"Fish, NS as to type, dried",,,2402,Fish
1338,26100180,"Fish, NS as to type, canned",,,2402,Fish
1339,26100190,"Fish, NS as to type, smoked",,,2402,Fish
1340,26100200,"Fish, NS as to type, from fast food","Captain D’s, Long John Silver, Arthur Treacher’s",,2402,Fish
1341,26100260,"Fish stick, patty or nugget from fast food",,,2402,Fish
1342,26100270,"Fish stick, patty or nugget from restaurant, home, or other place",,,2402,Fish
1343,26101110,"Anchovy, cooked, NS as to cooking method",,,2402,Fish
1344,26101180,"Anchovy, canned",,,2402,Fish
1345,26103110,"Barracuda, cooked, NS as to cooking method",,,2402,Fish
1346,26103120,"Barracuda, baked or broiled, fat added in cooking",sauteed; fried with no coating; NS as to fat added in cooking,,2402,Fish
1347,26103121,"Barracuda, baked or broiled, fat not added in cooking",sauteed; fried with no coating,,2402,Fish
1348,26103130,"Barracuda, coated, baked or broiled, fat added in cooking",NS as to fat added in cooking,2a,2402,Fish
1349,26103131,"Barracuda, coated, baked or broiled, fat not added in cooking",,2a,2402,Fish
1350,26103140,"Barracuda, coated, fried","fried, NS as to coating",2,2402,Fish
1351,26103160,"Barracuda, steamed or poached",,,2402,Fish
1352,26105110,"Carp, cooked, NS as to cooking method",bream; buffalofish; sucker,2,2402,Fish
1353,26105120,"Carp, baked or broiled, fat added in cooking",sauteed; fried with no coating; bream; buffalofish; sucker; NS as to fat added in cooking,,2402,Fish
1354,26105121,"Carp, baked or broiled, fat not added in cooking",sauteed; fried with no coating; bream; buffalofish; sucker,,2402,Fish
1355,26105130,"Carp, coated, baked or broiled, fat added in cooking",NS as to fat added in cooking; bream; buffalofish; sucker,2a,2402,Fish
1356,26105131,"Carp, coated, baked or broiled, fat not added in cooking",bream; buffalofish; sucker,2a,2402,Fish
1357,26105140,"Carp, coated, fried","fried, NS as to coating; bream; buffalofish; sucker",2,2402,Fish
1358,26105160,"Carp, steamed or poached",bream; buffalofish; sucker,,2402,Fish
1359,26105190,"Carp, smoked",bream; buffalofish; sucker,,2402,Fish
1360,26107110,"Catfish, cooked, NS as to cooking method",bullhead,2,2402,Fish
1361,26107120,"Catfish, baked or broiled, made with oil",sauteed; fried with no coating; bullhead; NS as to fat added in cooking; NS as to type of fat added in cooking,,2402,Fish
1362,26107121,"Catfish, baked or broiled, made with butter",sauteed; fried with no coating; bullhead; made with animal fat or meat drippings,,2402,Fish
1363,26107122,"Catfish, baked or broiled, made with margarine",sauteed; fried with no coating; bullhead; made with shortening,2a,2402,Fish
1364,26107123,"Catfish, baked or broiled, made without fat",sauteed; fried with no coating; bullhead,,2402,Fish
1365,26107124,"Catfish, baked or broiled, made with cooking spray",sauteed; fried with no coating; bullhead,,2402,Fish
1366,26107130,"Catfish, coated, baked or broiled, made with oil",NS as to fat added in cooking; NS as to type of fat added in cooking; bullhead,2a,2402,Fish
1367,26107131,"Catfish, coated, baked or broiled, made with butter",made with animal fat or meat drippings; bullhead,2a,2402,Fish
1368,26107132,"Catfish, coated, baked or broiled, made with margarine",bullhead; made with shortening,2a,2402,Fish
1369,26107133,"Catfish, coated, baked or broiled, made without fat",bullhead,2a,2402,Fish
1370,26107134,"Catfish, coated, baked or broiled, made with cooking spray",bullhead,2a,2402,Fish
1371,26107140,"Catfish, coated, fried, made with oil","fried, NS as to coating; bullhead; NS as to fat added in cooking; NS as to type of fat added in cooking",2,2402,Fish
1372,26107141,"Catfish, coated, fried, made with butter","fried, NS as to coating; made with animal fat or meat drippings; bullhead",2,2402,Fish
1373,26107142,"Catfish, coated, fried, made with margarine","fried, NS as to coating; made with shortening; bullhead",2a,2402,Fish
1374,26107143,"Catfish, coated, fried, made without fat","fried, NS as to coating; bullhead",2,2402,Fish
1375,26107144,"Catfish, coated, fried, made with cooking spray","fried, NS as to coating; bullhead",2,2402,Fish
1376,26107160,"Catfish, steamed or poached",bullhead,,2402,Fish
1377,26109110,"Cod, cooked, NS as to cooking method",,,2402,Fish
1378,26109120,"Cod, baked or broiled, made with oil",sauteed; fried with no coating; NS as to fat added in cooking; NS as to type of fat added in cooking,,2402,Fish
1379,26109121,"Cod, baked or broiled, made with butter",sauteed; fried with no coating; made with animal fat or meat drippings,,2402,Fish
1380,26109122,"Cod, baked or broiled, made with margarine",sauteed; fried with no coating; made with shortening,2a,2402,Fish
1381,26109123,"Cod, baked or broiled, made without fat",sauteed; fried with no coating,,2402,Fish
1382,26109124,"Cod, baked or broiled, made with cooking spray",sauteed; fried with no coating,,2402,Fish
1383,26109130,"Cod, coated, baked or broiled, made with oil",NS as to fat added in cooking; NS as to type of fat added in cooking,2a,2402,Fish
1384,26109131,"Cod, coated, baked or broiled, made with butter",made with animal fat or meat drippings,2a,2402,Fish
1385,26109132,"Cod, coated, baked or broiled, made with margarine",made with shortening,2a,2402,Fish
1386,26109133,"Cod, coated, baked or broiled, made without fat",,2a,2402,Fish
1387,26109134,"Cod, coated, baked or broiled, made with cooking spray",,2a,2402,Fish
1388,26109140,"Cod, coated, fried, made with oil","fried, NS as to coating; NS as to fat added in cooking; NS as to type of fat added in cooking",2,2402,Fish
1389,26109141,"Cod, coated, fried, made with butter","fried, NS as to coating; made with animal fat or meat drippings",2,2402,Fish
1390,26109142,"Cod, coated, fried, made with margarine","fried, NS as to coating; made with shortening",2a,2402,Fish
1391,26109143,"Cod, coated, fried, made without fat","fried, NS as to coating",2,2402,Fish
1392,26109144,"Cod, coated, fried, made with cooking spray","fried, NS as to coating",2,2402,Fish
1393,26109160,"Cod, steamed or poached",,,2402,Fish
1394,26109170,"Cod, dried, salted",,,2402,Fish
1395,26109180,"Cod, dried, salted, salt removed in water",,,2402,Fish
1396,26109190,"Cod, smoked",,,2402,Fish
1397,26111110,"Croaker, cooked, NS as to cooking method",angelfish; butterflyfish; drumfish; goatfish; kingfish; sea trout; freshwater sheepshead; spadefish; spot; surgeonfish; weakfish; weke; goo; gaspergou,,2402,Fish
1398,26111120,"Croaker, baked or broiled, fat added in cooking",sauteed; fried with no coating; angelfish; butterflyfish; drumfish; goatfish; kingfish; sea trout; freshwater sheepshead; spadefish; spot; surgeonfish; weakfish; weke; goo; gaspergou; NS as to fat added in cooking,,2402,Fish
1399,26111121,"Croaker, baked or broiled, fat not added in cooking",sauteed; fried with no coating; angelfish; butterflyfish; drumfish; goatfish; kingfish; sea trout; freshwater sheepshead; spadefish; spot; surgeonfish; weakfish; weke; goo; gaspergou,,2402,Fish
1400,26111130,"Croaker, coated, baked or broiled, fat added in cooking",angelfish; butterflyfish; drumfish; goatfish; kingfish; sea trout; freshwater sheepshead; spadefish; spot; surgeonfish; weakfish; weke; goo; gaspergou; NS as to fat added in cooking,2a,2402,Fish
1401,26111131,"Croaker, coated, baked or broiled, fat not added in cooking",angelfish; butterflyfish; drumfish; goatfish; kingfish; sea trout; freshwater sheepshead; spadefish; spot; surgeonfish; weakfish; weke; goo; gaspergou,2a,2402,Fish
1402,26111140,"Croaker, coated, fried","fried, NS as to coating; angelfish; butterflyfish; drumfish; goatfish; kingfish; sea trout; freshwater sheepshead; spadefish; spot; surgeonfish; weakfish; weke; goo; gaspergou",2,2402,Fish
1403,26111160,"Croaker, steamed or poached",angelfish; butterflyfish; drumfish; goatfish; kingfish; sea trout; freshwater sheepshead; spadefish; spot; surgeonfish; weakfish; weke; goo; gaspergou,,2402,Fish
1404,26113110,"Eel, cooked, NS as to cooking method",,2a,2402,Fish
1405,26113160,"Eel, steamed or poached",,,2402,Fish
1406,26113190,"Eel, smoked",,,2402,Fish
1407,26115000,"Flounder, raw",dab; fluke; sole; turbot,,2402,Fish
1408,26115110,"Flounder, cooked, NS as to cooking method",dab; fluke; sole; turbot,2,2402,Fish
1409,26115120,"Flounder, baked or broiled, made with oil",sauteed; fried with no coating; dab; fluke; sole; turbot; NS as to fat added in cooking; NS as to type of fat added in cooking,,2402,Fish
1410,26115121,"Flounder, baked or broiled, made with butter",sauteed; fried with no coating; made with animal fat or meat drippings; dab; fluke; sole; turbot,,2402,Fish
1411,26115122,"Flounder, baked or broiled, made with margarine",sauteed; fried with no coating; made with shortening; dab; fluke; sole; turbot,2a,2402,Fish
1412,26115123,"Flounder, baked or broiled, made without fat",sauteed; fried with no coating; dab; fluke; sole; turbot,,2402,Fish
1413,26115124,"Flounder, baked or broiled, made with cooking spray",sauteed; fried with no coating; dab; fluke; sole; turbot,,2402,Fish
1414,26115130,"Flounder, coated, baked or broiled, made with oil",dab; fluke; sole; turbot; NS as to fat added in cooking; NS as to type of fat added in cooking,2a,2402,Fish
1415,26115131,"Flounder, coated, baked or broiled, made with butter",dab; fluke; sole; turbot; made with animal fat or meat drippings,2a,2402,Fish
1416,26115132,"Flounder, coated, baked or broiled, made with margarine",dab; fluke; sole; turbot; made with shortening,2a,2402,Fish
1417,26115133,"Flounder, coated, baked or broiled, made without fat",dab; fluke; sole; turbot,2a,2402,Fish
1418,26115134,"Flounder, coated, baked or broiled, made with cooking spray",dab; fluke; sole; turbot,2a,2402,Fish
1419,26115140,"Flounder, coated, fried, made with oil","fried, NS as to coating; dab; fluke; sole; turbot; NS as to fat added in cooking; NS as to type of fat added in cooking",2,2402,Fish
1420,26115141,"Flounder, coated, fried, made with butter","fried, NS as to coating; dab; fluke; sole; turbot; made with animal fat or meat drippings",2,2402,Fish
1421,26115142,"Flounder, coated, fried, made with margarine","fried, NS as to coating; dab; fluke; sole; turbot; made with shortening",2a,2402,Fish
1422,26115143,"Flounder, coated, fried, made without fat","fried, NS as to coating; dab; fluke; sole; turbot",2,2402,Fish
1423,26115144,"Flounder, coated, fried, made with cooking spray","fried, NS as to coating; dab; fluke; sole; turbot",2,2402,Fish
1424,26115160,"Flounder, steamed or poached",dab; fluke; sole; turbot,,2402,Fish
1425,26115190,"Flounder, smoked",dab; fluke; halibut; sole; turbot,,2402,Fish
1426,26117110,"Haddock, cooked, NS as to cooking method",burbot; cusk; hake; ling; monkfish; pollock; scrod,,2402,Fish
1427,26117120,"Haddock, baked or broiled, fat added in cooking",sauteed; fried with no coating; burbot; cusk; hake; ling; monkfish; pollock; scrod; NS as to fat added in cooking,,2402,Fish
1428,26117121,"Haddock, baked or broiled, fat not added in cooking",sauteed; fried with no coating; burbot; cusk; hake; ling; monkfish; pollock; scrod,,2402,Fish
1429,26117130,"Haddock, coated, baked or broiled, fat added in cooking",burbot; cusk; hake; ling; monkfish; pollock; scrod; NS as to fat added in cooking,2a,2402,Fish
1430,26117131,"Haddock, coated, baked or broiled, fat not added in cooking",burbot; cusk; hake; ling; monkfish; pollock; scrod,2a,2402,Fish
1431,26117140,"Haddock, coated, fried","fried, NS as to coating; burbot; cusk; hake; ling; monkfish; pollock; scrod",2,2402,Fish
1432,26117160,"Haddock, steamed or poached",burbot; cusk; hake; ling; monkfish; pollock; scrod,,2402,Fish
1433,26117190,"Haddock, smoked",burbot; cusk; hake; ling; monkfish; pollock; scrod,,2402,Fish
1434,26118000,"Halibut, raw",,,2402,Fish
1435,26118010,"Halibut, cooked, NS as to cooking method",,,2402,Fish
1436,26118020,"Halibut, baked or broiled, made with oil",sauteed; fried with no coating; NS as to fat added in cooking; NS as to type of fat added in cooking,,2402,Fish
1437,26118021,"Halibut, baked or broiled, made with butter",sauteed; fried with no coating; made with animal fat or meat drippings,,2402,Fish
1438,26118022,"Halibut, baked or broiled, made with margarine",sauteed; fried with no coating; made with shortening,2a,2402,Fish
1439,26118023,"Halibut, baked or broiled, made without fat",sauteed; fried with no coating,,2402,Fish
1440,26118024,"Halibut, baked or broiled, made with cooking spray",sauteed; fried with no coating,,2402,Fish
1441,26118030,"Halibut, coated, baked or broiled, made with oil",NS as to fat added in cooking; NS as to type of fat added in cooking,2a,2402,Fish
1442,26118031,"Halibut, coated, baked or broiled, made with butter",made with animal fat or meat drippings,2a,2402,Fish
1443,26118032,"Halibut, coated, baked or broiled, made with margarine",made with shortening,2a,2402,Fish
1444,26118033,"Halibut, coated, baked or broiled, made without fat",,2a,2402,Fish
1445,26118034,"Halibut, coated, baked or broiled, made with cooking spray",,2a,2402,Fish
1446,26118040,"Halibut, coated, fried, made with oil","fried, NS as to coating; NS as to fat added in cooking; NS as to type of fat added in cooking",2,2402,Fish
1447,26118041,"Halibut, coated, fried, made with butter","fried, NS as to coating; made with animal fat or meat drippings",2,2402,Fish
1448,26118042,"Halibut, coated, fried, made with margarine","fried, NS as to coating; made with shortening",2a,2402,Fish
1449,26118043,"Halibut, coated, fried, made without fat","fried, NS as to coating",2,2402,Fish
1450,26118044,"Halibut, coated, fried, made with cooking spray","fried, NS as to coating",2,2402,Fish
1451,26118050,"Halibut, steamed or poached",,,2402,Fish
1452,26118060,"Halibut, smoked",,,2402,Fish
1453,26119100,"Herring, raw",alewife; milkfish; shad,,2402,Fish
1454,26119110,"Herring, cooked, NS as to cooking method",alewife; milkfish; shad,,2402,Fish
1455,26119120,"Herring, baked or broiled, fat added in cooking",sauteed; fried with no coating; alewife; milkfish; shad; NS as to fat added in cooking,,2402,Fish
1456,26119121,"Herring, baked or broiled, fat not added in cooking",sauteed; fried with no coating; alewife; milkfish; shad,,2402,Fish
1457,26119130,"Herring, coated, baked or broiled, fat added in cooking",NS as to fat added in cooking; alewife; milkfish; shad,2a,2402,Fish
1458,26119131,"Herring, coated, baked or broiled, fat not added in cooking",alewife; milkfish; shad,2a,2402,Fish
1459,26119140,"Herring, coated, fried","fried, NS as to coating; alewife; milkfish; shad",2,2402,Fish
1460,26119160,"Herring, pickled, in cream sauce",,,2402,Fish
1461,26119170,"Herring, dried, salted",alewife; milkfish; shad,,2402,Fish
1462,26119180,"Herring, pickled",in wine sauce,,2402,Fish
1463,26119190,"Herring, smoked, kippered",,,2402,Fish
1464,26121100,"Mackerel, raw",enenui; garfish; ono; needlefish; wahoo,,2402,Fish
1465,26121110,"Mackerel, cooked, NS as to cooking method",enenui; garfish; ono; needlefish; wahoo,,2402,Fish
1466,26121120,"Mackerel, baked or broiled, fat added in cooking",sauteed; fried with no coating; enenui; garfish; ono; needlefish; wahoo; NS as to fat added in cooking,,2402,Fish
1467,26121121,"Mackerel, baked or broiled, fat not added in cooking",sauteed; fried with no coating; enenui; garfish; ono; needlefish; wahoo,,2402,Fish
1468,26121131,"Mackerel, coated, baked or broiled, fat added in cooking",NS as to fat added in cooking; enenui; garfish; ono; needlefish; wahoo,2a,2402,Fish
1469,26121132,"Mackerel, coated, baked or broiled, fat not added in cooking",enenui; garfish; ono; needlefish; wahoo,2a,2402,Fish
1470,26121140,"Mackerel, coated, fried","fried, NS as to coating; enenui; garfish; ono; needlefish; wahoo",2,2402,Fish
1471,26121160,"Mackerel, pickled",enenui; garfish; ono; needlefish; wahoo,2a,2402,Fish
1472,26121180,"Mackerel, canned",,,2402,Fish
1473,26121190,"Mackerel, smoked",enenui; garfish; ono; needlefish; wahoo,,2402,Fish
1474,26123100,"Mullet, raw",,,2402,Fish
1475,26123110,"Mullet, cooked, NS as to cooking method",,2,2402,Fish
1476,26123120,"Mullet, baked or broiled, fat added in cooking",sauteed; fried with no coating; NS as to fat added in cooking,,2402,Fish
1477,26123121,"Mullet, baked or broiled, fat not added in cooking",sauteed; fried with no coating,,2402,Fish
1478,26123130,"Mullet, coated, baked or broiled, fat added in cooking",NS as to fat added in cooking,2a,2402,Fish
1479,26123131,"Mullet, coated, baked or broiled, fat not added in cooking",,2a,2402,Fish
1480,26123140,"Mullet, coated, fried","fried, NS as to coating",2,2402,Fish
1481,26123160,"Mullet, steamed or poached",,,2402,Fish
1482,26125100,"Ocean perch, raw",bocaccio; menpachi; orange roughy; redfish; rockfish,,2402,Fish
1483,26125110,"Ocean perch, cooked, NS as to cooking method",bocaccio; menpachi; orange roughy; redfish; rockfish,,2402,Fish
1484,26125120,"Ocean perch, baked or broiled, fat added in cooking",sauteed; fried with no coating; bocaccio; menpachi; orange roughy; redfish; rockfish; NS as to fat added in cooking,,2402,Fish
1485,26125121,"Ocean perch, baked or broiled, fat not added in cooking",sauteed; fried with no coating; bocaccio; menpachi; orange roughy; redfish; rockfish,,2402,Fish
1486,26125130,"Ocean perch, coated, baked or broiled, fat added in cooking",bocaccio; menpachi; orange roughy; redfish; rockfish; NS as to fat added in cooking,2a,2402,Fish
1487,26125131,"Ocean perch, coated, baked or broiled, fat not added in cooking",bocaccio; menpachi; orange roughy; redfish; rockfish,2a,2402,Fish
1488,26125140,"Ocean perch, coated, fried","fried, NS as to coating; bocaccio; menpachi; orange roughy; redfish; rockfish",2,2402,Fish
1489,26125160,"Ocean perch, steamed or poached",bocaccio; orange roughy; menpachi; redfish; rockfish,,2402,Fish
1490,26127110,"Perch, cooked, NS as to cooking method",freshwater bass; bluegill; crappie; sunfish; walleye,2,2402,Fish
1491,26127120,"Perch, baked or broiled, made with oil",sauteed; fried with no coating; freshwater bass; bluegill; crappie; sunfish; walleye; NS as to fat added in cooking; NS as to type of fat added in cooking,,2402,Fish
1492,26127121,"Perch, baked or broiled, made with butter",sauteed; fried with no coating; made with animal fat or meat drippings; freshwater bass; bluegill; crappie; sunfish; walleye,,2402,Fish
1493,26127122,"Perch, baked or broiled, made with margarine",sauteed; fried with no coating; made with shortening; freshwater bass; bluegill; crappie; sunfish; walleye,2a,2402,Fish
1494,26127123,"Perch, baked or broiled, made without fat",sauteed; fried with no coating; freshwater bass; bluegill; crappie; sunfish; walleye,,2402,Fish
1495,26127124,"Perch, baked or broiled, made with cooking spray",sauteed; fried with no coating; freshwater bass; bluegill; crappie; sunfish; walleye,,2402,Fish
1496,26127130,"Perch, coated, baked or broiled, made with oil",freshwater bass; bluegill; crappie; sunfish; walleye; NS as to fat added in cooking; NS as to type of fat added in cooking,2a,2402,Fish
1497,26127131,"Perch, coated, baked or broiled, made with butter",made with animal fat or meat drippings; freshwater bass; bluegill; crappie; sunfish; walleye,2a,2402,Fish
1498,26127132,"Perch, coated, baked or broiled, made with margarine",made with shortening; freshwater bass; bluegill; crappie; sunfish; walleye,2a,2402,Fish
1499,26127133,"Perch, coated, baked or broiled, made without fat",freshwater bass; bluegill; crappie; sunfish; walleye,2a,2402,Fish
1500,26127134,"Perch, coated, baked or broiled, made with cooking spray",freshwater bass; bluegill; crappie; sunfish; walleye,2a,2402,Fish
1501,26127140,"Perch, coated, fried, made with oil","fried, NS as to coating; freshwater bass; bluegill; crappie; sunfish; walleye; NS as to fat added in cooking; NS as to type of fat added in cooking",2,2402,Fish
1502,26127141,"Perch, coated, fried, made with butter","fried, NS as to coating; made with animal fat or meat drippings; freshwater bass; bluegill; crappie; sunfish; walleye",2,2402,Fish
1503,26127142,"Perch, coated, fried, made with margarine","fried, NS as to coating; made with shortening; freshwater bass; bluegill; crappie; sunfish; walleye",2a,2402,Fish
1504,26127143,"Perch, coated, fried, made without fat","fried, NS as to coating; freshwater bass; bluegill; crappie; sunfish; walleye",2,2402,Fish
1505,26127144,"Perch, coated, fried, made with cooking spray","fried, NS as to coating; freshwater bass; bluegill; crappie; sunfish; walleye",2,2402,Fish
1506,26127160,"Perch, steamed or poached",,,2402,Fish
1507,26129110,"Pike, cooked, NS as to cooking method",muskellunge; pickerel,2,2402,Fish
1508,26129120,"Pike, baked or broiled, fat added in cooking",sauteed; fried with no coating; muskellunge; pickerel; NS as to fat added in cooking,,2402,Fish
1509,26129121,"Pike, baked or broiled, fat not added in cooking",sauteed; fried with no coating; muskellunge; pickerel,,2402,Fish
1510,26129130,"Pike, coated, baked or broiled, fat added in cooking",NS as to fat added in cooking; muskellunge; pickerel,2a,2402,Fish
1511,26129131,"Pike, coated, baked or broiled, fat not added in cooking",muskellunge; pickerel,2a,2402,Fish
1512,26129140,"Pike, coated, fried","fried, NS as to coating; muskellunge; pickerel",2,2402,Fish
1513,26129160,"Pike, steamed or poached",muskellunge; pickerel,,2402,Fish
1514,26131100,"Pompano, raw",akule; blackfish; bluefish; butterfish; dolphinfish; jack; mahimahi; paplo; parrot fish; sablefish; scad; tilefish; ulva; yellowtail,,2402,Fish
1515,26131110,"Pompano, cooked, NS as to cooking method",akule; blackfish; bluefish; butterfish; dolphinfish; jack; mahimahi; paplo; parrot fish; sable fish; scad; tilefish; ulva; yellowtail,,2402,Fish
1516,26131120,"Pompano, baked or broiled, fat added in cooking",sauteed; fried with no coating; akule; blackfish; bluefish; butterfish; dolphinfish; jack; mahimahi; paplo; parrot fish; sablefish; scad; tilefish; ulva; yellowtail; NS as to fat added in cooking,,2402,Fish
1517,26131121,"Pompano, baked or broiled, fat not added in cooking",sauteed; fried with no coating; akule; blackfish; bluefish; butterfish; dolphinfish; jack; mahimahi; paplo; parrot fish; sablefish; scad; tilefish; ulva; yellowtail,,2402,Fish
1518,26131130,"Pompano, coated, baked or broiled, fat added in cooking",akule; bluefish; butterfish; dolphinfish; jack; mahimahi; paplo; parrot fish; sable fish; scad; tilefish; ulva; yellowtail,2a,2402,Fish
1519,26131131,"Pompano, coated, baked or broiled, fat not added in cooking",akule; blackfish; bluefish; butterfish; dolphinfish; jack; mahimahi; paplo; parrot fish; sable fish; scad; tilefish; ulva; yellowtail,2a,2402,Fish
1520,26131140,"Pompano, coated, fried","fried, NS as to coating; akule; blackfish; bluefish; butterfish; dolphinfish; jack; mahimahi; paplo; parrot fish; sablefish; scad; tilefish; ulva; yellowtail",2,2402,Fish
1521,26131160,"Pompano, steamed or poached",akule; blackfish; bluefish; butterfish; dolphinfish; jack; mahimahi; paplo; parrot fish; sablefish; scad; tilefish; ulva; yellowtail,,2402,Fish
1522,26131190,"Pompano, smoked",akule; blackfish; bluefish; butterfish; dolphinfish; jack; mahimahi; paplo; parrot fish; sablefish; scad; tilefish; ulva; yellowtail,,2402,Fish
1523,26133100,"Porgy, raw",scup; sea bream; marine sheepshead; snapper; onaga,,2402,Fish
1524,26133110,"Porgy, cooked, NS as to cooking method",scup; sea bream; marine sheepshead; snapper; onaga,,2402,Fish
1525,26133120,"Porgy, baked or broiled, fat added in cooking",sauteed; fried with no coating; scup; sea bream; marine sheepshead; snapper; NS as to fat added in cooking; onaga,,2402,Fish
1526,26133121,"Porgy, baked or broiled, fat not added in cooking",sauteed; fried with no coating; scup; sea bream; marine sheepshead; snapper; onaga,,2402,Fish
1527,26133130,"Porgy, coated, baked or broiled, fat added in cooking",scup; sea bream; marine sheepshead; snapper; NS as to fat added in cooking; onaga,2a,2402,Fish
1528,26133131,"Porgy, coated, baked or broiled, fat not added in cooking",scup; sea bream; marine sheepshead; snapper; onaga,2a,2402,Fish
1529,26133140,"Porgy, coated, fried","fried, NS as to coating; scup; sea bream; marine sheepshead; snapper; onaga",2,2402,Fish
1530,26133160,"Porgy, steamed or poached",scup; sea bream; marine sheepshead; snapper; onaga,,2402,Fish
1531,26135110,"Ray, cooked, NS as to cooking method",skate,,2402,Fish
1532,26135120,"Ray, baked or broiled, fat added in cooking",sauteed; fried with no coating; skate; NS at to fat added in cooking,,2402,Fish
1533,26135121,"Ray, baked or broiled, fat not added in cooking",sauteed; fried with no coating; skate,,2402,Fish
1534,26135130,"Ray, coated, baked or broiled, fat added in cooking",NS as to fat added in cooking; skate,2a,2402,Fish
1535,26135131,"Ray, coated, baked or broiled, fat not added in cooking",skate,2a,2402,Fish
1536,26135140,"Ray, coated, fried","fried, NS as to coating; skate",2,2402,Fish
1537,26135160,"Ray, steamed or poached",skate,,2402,Fish
1538,26137100,"Salmon, raw",saltwater trout; sashimi,,2402,Fish
1539,26137110,"Salmon, cooked, NS as to cooking method",saltwater trout,,2402,Fish
1540,26137120,"Salmon, baked or broiled, made with oil",sauteed; fried with no coating; saltwater trout; NS as to fat added in cooking; NS as to type of fat added in cooking,,2402,Fish
1541,26137121,"Salmon, baked or broiled, made with butter",sauteed; fried with no coating; made with animal fat or meat drippings; saltwater trout,,2402,Fish
1542,26137122,"Salmon, baked or broiled, made with margarine",sauteed; fried with no coating; made with shortening; saltwater trout,2a,2402,Fish
1543,26137123,"Salmon, baked or broiled, made without fat",sauteed; fried with no coating; saltwater trout,,2402,Fish
1544,26137124,"Salmon, baked or broiled, made with cooking spray",sauteed; fried with no coating; saltwater trout,,2402,Fish
1545,26137130,"Salmon, coated, baked or broiled, made with oil",NS as to fat added in cooking; NS as to type of fat added in cooking; saltwater trout,2a,2402,Fish
1546,26137131,"Salmon, coated, baked or broiled, made with butter",made with animal fat or meat drippings; saltwater trout,2a,2402,Fish
1547,26137132,"Salmon, coated, baked or broiled, made with margarine",made with shortening; saltwater trout,2a,2402,Fish
1548,26137133,"Salmon, coated, baked or broiled, made without fat",saltwater trout,2a,2402,Fish
1549,26137134,"Salmon, coated, baked or broiled, made with cooking spray",saltwater trout,2a,2402,Fish
1550,26137140,"Salmon, coated, fried, made with oil","fried, NS as to coating; saltwater trout; NS as to fat added in cooking; NS as to type of fat added in cooking",2,2402,Fish
1551,26137141,"Salmon, coated, fried, made with butter","fried, NS as to coating; made with animal fat or meat drippings; saltwater trout",2,2402,Fish
1552,26137142,"Salmon, coated, fried, made with margarine","fried, NS as to coating; made with shortening; saltwater trout",2a,2402,Fish
1553,26137143,"Salmon, coated, fried, made without fat","fried, NS as to coating; saltwater trout",2,2402,Fish
1554,26137144,"Salmon, coated, fried, made with cooking spray","fried, NS as to coating; saltwater trout",2,2402,Fish
1555,26137160,"Salmon, steamed or poached",saltwater trout,,2402,Fish
1556,26137170,"Salmon, dried",,,2402,Fish
1557,26137180,"Salmon, canned",,,2402,Fish
1558,26137190,"Salmon, smoked",lox,,2402,Fish
1559,26139110,"Sardines, cooked",,,2402,Fish
1560,26139170,"Sardines, dried",,,2402,Fish
1561,26139180,"Sardines, canned in oil",,,2402,Fish
1562,26139190,"Sardines, skinless, boneless, packed in water",,,2402,Fish
1563,26141110,"Sea bass, cooked, NS as to cooking method",grouper; striped bass; wreakfish; bass. NFS,,2402,Fish
1564,26141120,"Sea bass, baked or broiled, fat added in cooking","sauteed; fried with no coating; grouper; striped bass; wreakfish; bass, NFS; NS as to fat added in cooking",,2402,Fish
1565,26141121,"Sea bass, baked or broiled, fat not added in cooking","sauteed; fried with no coating; grouper; striped bass; wreakfish; bass, NFS",,2402,Fish
1566,26141130,"Sea bass, coated, baked or broiled, fat added in cooking",grouper; striped bass; wreakfish; bass. NFS; NS as to fat added in cooking,2a,2402,Fish
1567,26141131,"Sea bass, coated, baked or broiled, fat not added in cooking","grouper; striped bass; wreakfish; bass, NFS",2a,2402,Fish
1568,26141140,"Sea bass, coated, fried","fried, NS as to coating; grouper; striped bass; wreakfish; bass. NFS",2,2402,Fish
1569,26141160,"Sea bass, steamed or poached",grouper; striped bass; wreakfish; bass. NFS,,2402,Fish
1570,26141180,"Sea bass, pickled",Mero en escabeche,2a,2402,Fish
1571,26143110,"Shark, cooked, NS as to cooking method",dogfish; grayfish,,2402,Fish
1572,26143120,"Shark, baked or broiled, fat added in cooking",sauteed; fried with no coating; dogfish; grayfish; NS as to fat added in cooking,,2402,Fish
1573,26143121,"Shark, baked or broiled, fat not added in cooking",dogfish; grayfish,,2402,Fish
