,0,1,2,3,4,5
6879,75205003,"Beans, string, cooked, from canned, NS as to color, NS as to fat added in cooking",,2a,6412,String beans
6880,75205010,"Beans, string, green, cooked, NS as to form, NS as to fat added in cooking",pole beans; Italian beans; snap beans; french cut beans,2a,6412,String beans
6881,75205011,"Beans, string, green, cooked, from fresh, NS as to fat added in cooking",pole beans; Italian beans; snap beans; french cut beans,2a,6412,String beans
6882,75205012,"Beans, string, green, cooked, from frozen, NS as to fat added in cooking",pole beans; Italian beans; snap beans; french cut beans,2a,6412,String beans
6883,75205013,"Beans, string, green, cooked, from canned, NS as to fat added in cooking",pole beans; Italian beans; snap beans; french cut beans,2a,6412,String beans
6884,75205020,"Beans, string, green, cooked, NS as to form, fat not added in cooking",pole beans; Italian beans; snap beans; french cut beans; made with cooking spray,,6412,String beans
6885,75205021,"Beans, string, green, cooked, from fresh, fat not added in cooking",pole beans; Italian beans; snap beans; french cut beans; made with cooking spray,,6412,String beans
6886,75205022,"Beans, string, green, cooked, from frozen, fat not added in cooking",pole beans; Italian beans; snap beans; french cut beans; made with cooking spray,,6412,String beans
6887,75205023,"Beans, string, green, cooked, from canned, fat not added in cooking",pole beans; Italian beans; snap beans; french cut beans; made with cooking spray,,6412,String beans
6888,75205030,"Beans, string, green, cooked, NS as to form, fat added in cooking, NS as to type of fat",pole beans; Italian beans; snap beans; french cut beans,2a,6412,String beans
6889,75205031,"Beans, string, green, cooked, from fresh, fat added in cooking, NS as to type of fat",pole beans; Italian beans; snap beans; french cut beans,2a,6412,String beans
6890,75205032,"Beans, string, green, cooked, from frozen, fat added in cooking, NS as to type of fat",pole beans; Italian beans; snap beans; french cut beans,2a,6412,String beans
6891,75205033,"Beans, string, green, cooked, from canned, fat added in cooking, NS as to type of fat",pole beans; Italian beans; snap beans; french cut beans,2a,6412,String beans
6892,75216201,"Corn, white, cooked, from fresh, NS as to fat added in cooking",,2a,6416,Corn
6893,75205041,"Beans, string, green, cooked, NS as to form, made with oil",pole beans; Italian beans; snap beans; french cut beans,,6412,String beans
6894,75205042,"Beans, string, green, cooked, NS as to form, made with butter",pole beans; Italian beans; snap beans; french cut beans; made with animal fat or meat drippings,,6412,String beans
6895,75205043,"Beans, string, green, cooked, NS as to form, made with margarine",pole beans; Italian beans; snap beans; french cut beans; made with shortening,2a,6412,String beans
6896,75205044,"Beans, string, green, cooked, from fresh, made with oil",pole beans; Italian beans; snap beans; french cut beans,,6412,String beans
6897,75205045,"Beans, string, green, cooked, from fresh, made with butter",pole beans; Italian beans; snap beans; french cut beans; made with animal fat or meat drippings,,6412,String beans
6898,75205046,"Beans, string, green, cooked, from fresh, made with margarine",pole beans; Italian beans; snap beans; french cut beans; made with shortening,2a,6412,String beans
6899,75205047,"Beans, string, green, cooked, from frozen, made with oil",pole beans; Italian beans; snap beans; french cut beans,,6412,String beans
6900,75205048,"Beans, string, green, cooked, from frozen, made with butter",pole beans; Italian beans; snap beans; french cut beans; made with animal fat or meat drippings,,6412,String beans
6901,75205049,"Beans, string, green, cooked, from frozen, made with margarine",pole beans; Italian beans; snap beans; french cut beans; made with shortening,2a,6412,String beans
6902,75205050,"Beans, string, green, cooked, from canned, made with oil",pole beans; Italian beans; snap beans; french cut beans,,6412,String beans
6903,75205051,"Beans, string, green, cooked, from canned, made with butter",pole beans; Italian beans; snap beans; french cut beans; made with animal fat or meat drippings,,6412,String beans
6904,75205052,"Beans, string, green, cooked, from canned, made with margarine",pole beans; Italian beans; snap beans; french cut beans; made with shortening,2a,6412,String beans
6905,75205110,"Beans, string, green, canned, low sodium, NS as to fat added in cooking",pole beans; Italian beans; snap beans; french cut beans,2a,6412,String beans
6906,75205120,"Beans, string, green, canned, low sodium, fat not added in cooking","pole beans; Italian beans; snap beans; french cut beans; green beans, canned, no salt added; made with cooking spray",,6412,String beans
6907,75205130,"Beans, string, green, canned, low sodium, fat added in cooking, NS as to type of fat",pole beans; Italian beans; snap beans; french cut beans,2a,6412,String beans
6908,75205131,"Beans, string, green, canned, low sodium, made with oil",pole beans; Italian beans; snap beans; french cut beans,,6412,String beans
6909,75205132,"Beans, string, green, canned, low sodium, made with butter",pole beans; Italian beans; snap beans; french cut beans; made with animal fat or meat drippings,,6412,String beans
6910,75205133,"Beans, string, green, canned, low sodium, made with margarine",pole beans; Italian beans; snap beans; french cut beans; made with shortening,2a,6412,String beans
6911,75206000,"Beans, string, yellow, cooked, NS as to form, NS as to fat added in cooking",wax beans,2a,6412,String beans
6912,75206001,"Beans, string, yellow, cooked, from fresh, NS as to fat added in cooking",wax beans,2a,6412,String beans
6913,75206002,"Beans, string, yellow, cooked, from frozen, NS as to fat added in cooking",wax beans,2a,6412,String beans
6914,75206003,"Beans, string, yellow, cooked, from canned, NS as to fat added in cooking",wax beans,2a,6412,String beans
6915,75206010,"Beans, string, yellow, cooked, NS as to form, fat not added in cooking",wax beans; made with cooking spray,2a,6412,String beans
6916,75206011,"Beans, string, yellow, cooked, from fresh, fat not added in cooking",wax beans; made with cooking spray,,6412,String beans
6917,75206012,"Beans, string, yellow, cooked, from frozen, fat not added in cooking",wax beans; made with cooking spray,,6412,String beans
6918,75206013,"Beans, string, yellow, cooked, from canned, fat not added in cooking",wax beans; made with cooking spray,,6412,String beans
6919,75206020,"Beans, string, yellow, cooked, NS as to form, fat added in cooking, NS as to type of fat",wax beans,2a,6412,String beans
6920,75206021,"Beans, string, yellow, cooked, from fresh, fat added in cooking, NS as to type of fat",wax beans,2a,6412,String beans
6921,75206022,"Beans, string, yellow, cooked, from frozen, fat added in cooking, NS as to type of fat",wax beans,2a,6412,String beans
6922,75206023,"Beans, string, yellow, cooked, from canned, fat added in cooking, NS as to type of fat",wax beans,2a,6412,String beans
6923,75206030,"Beans, string, yellow, cooked, NS as to form, made with oil",wax beans,,6412,String beans
6924,75206031,"Beans, string, yellow, cooked, NS as to form, made with butter",wax beans; made with animal fat or meat drippings,,6412,String beans
6925,75206032,"Beans, string, yellow, cooked, NS as to form, made with margarine",wax beans; made with shortening,2a,6412,String beans
6926,75206033,"Beans, string, yellow, cooked, from fresh, made with oil",wax beans,,6412,String beans
6927,75206034,"Beans, string, yellow, cooked, from fresh, made with butter",wax beans; made with animal fat or meat drippings,,6412,String beans
6928,75206035,"Beans, string, yellow, cooked, from fresh, made with margarine",wax beans; made with shortening,2a,6412,String beans
6929,75206036,"Beans, string, yellow, cooked, from frozen, made with oil",wax beans,,6412,String beans
6930,75206037,"Beans, string, yellow, cooked, from frozen, made with butter",wax beans; made with animal fat or meat drippings,,6412,String beans
6931,75206038,"Beans, string, yellow, cooked, from frozen, made with margarine",wax beans; made with shortening,2a,6412,String beans
6932,75206039,"Beans, string, yellow, cooked, from canned, made with oil",wax beans,,6412,String beans
6933,75206040,"Beans, string, yellow, cooked, from canned, made with butter",wax beans; made with animal fat or meat drippings,,6412,String beans
6934,75206041,"Beans, string, yellow, cooked, from canned, made with margarine",wax beans; made with shortening,2a,6412,String beans
6935,75207000,"Bean sprouts, cooked, NS as to form, NS as to fat added in cooking",,,6420,Other vegetables and combinations
6936,75207001,"Bean sprouts, cooked, from fresh, NS as to fat added in cooking",,,6420,Other vegetables and combinations
6937,75207010,"Bean sprouts, cooked, NS as to form, fat not added in cooking",made with cooking spray,,6420,Other vegetables and combinations
6938,75207011,"Bean sprouts, cooked, from fresh, fat not added in cooking",made with cooking spray,,6420,Other vegetables and combinations
6939,75207020,"Bean sprouts, cooked, NS as to form, fat added in cooking",made with any type of fat,,6420,Other vegetables and combinations
6940,75207021,"Bean sprouts, cooked, from fresh, fat added in cooking",made with any type of fat,,6420,Other vegetables and combinations
6941,75208000,"Beets, cooked, NS as to form, NS as to fat added in cooking",,2a,6420,Other vegetables and combinations
6942,75208001,"Beets, cooked, from fresh, NS as to fat added in cooking",,2a,6420,Other vegetables and combinations
6943,75208002,"Beets, cooked, from frozen, NS as to fat added in cooking",,2a,6420,Other vegetables and combinations
6944,75208003,"Beets, cooked, from canned, NS as to fat added in cooking",,2a,6420,Other vegetables and combinations
6945,75208010,"Beets, cooked, NS as to form, fat not added in cooking",made with cooking spray,,6420,Other vegetables and combinations
6946,75208011,"Beets, cooked, from fresh, fat not added in cooking",made with cooking spray,,6420,Other vegetables and combinations
6947,75208012,"Beets, cooked, from frozen, fat not added in cooking",made with cooking spray,,6420,Other vegetables and combinations
6948,75208013,"Beets, cooked, from canned, fat not added in cooking",made with cooking spray,,6420,Other vegetables and combinations
6949,75208020,"Beets, cooked, NS as to form, fat added in cooking, NS as to type of fat",,2a,6420,Other vegetables and combinations
6950,75208021,"Beets, cooked, from fresh, fat added in cooking, NS as to type of fat",,2a,6420,Other vegetables and combinations
6951,75208022,"Beets, cooked, from frozen, fat added in cooking, NS as to type of fat",,2a,6420,Other vegetables and combinations
6952,75208023,"Beets, cooked, from canned, fat added in cooking, NS as to type of fat",,2a,6420,Other vegetables and combinations
6953,75208100,"Beets, canned, low sodium, NS as to fat added in cooking",,2a,6420,Other vegetables and combinations
6954,75208110,"Beets, canned, low sodium, fat not added in cooking",made with cooking spray,,6420,Other vegetables and combinations
6955,75208111,"Beets, canned, low sodium, made with oil",,,6420,Other vegetables and combinations
6956,75208112,"Beets, canned, low sodium, made with butter",made with animal fat or meat drippings,,6420,Other vegetables and combinations
6957,75208113,"Beets, canned, low sodium, made with margarine",made with shortening,2a,6420,Other vegetables and combinations
6958,75208120,"Beets, canned, low sodium, fat added in cooking, NS as to type of fat",,2a,6420,Other vegetables and combinations
6959,75208121,"Beets, cooked, NS as to form, made with oil",,,6420,Other vegetables and combinations
6960,75208122,"Beets, cooked, NS as to form, made with butter",made with animal fat or meat drippings,,6420,Other vegetables and combinations
6961,75208123,"Beets, cooked, NS as to form, made with margarine",made with shortening,2a,6420,Other vegetables and combinations
6962,75208124,"Beets, cooked, from fresh, made with oil",,,6420,Other vegetables and combinations
6963,75208125,"Beets, cooked, from fresh, made with butter",made with animal fat or meat drippings,,6420,Other vegetables and combinations
6964,75208126,"Beets, cooked, from fresh, made with margarine",made with shortening,2a,6420,Other vegetables and combinations
6965,75208127,"Beets, cooked, from frozen, made with oil",,,6420,Other vegetables and combinations
6966,75208128,"Beets, cooked, from frozen, made with butter",made with animal fat or meat drippings,,6420,Other vegetables and combinations
6967,75208129,"Beets, cooked, from frozen, made with margarine",made with shortening,2a,6420,Other vegetables and combinations
6968,75208130,"Beets, cooked, from canned, made with oil",,,6420,Other vegetables and combinations
6969,75208131,"Beets, cooked, from canned, made with butter",made with animal fat or meat drippings,,6420,Other vegetables and combinations
6970,75208132,"Beets, cooked, from canned, made with margarine",made with shortening,2a,6420,Other vegetables and combinations
6971,75208290,"Bitter melon, cooked, NS as to fat added in cooking",Balsam pear,,6420,Other vegetables and combinations
6972,75208300,"Bitter melon, cooked, fat not added in cooking",Balsam pear; made with cooking spray,,6420,Other vegetables and combinations
6973,75208310,"Bitter melon, cooked, fat added in cooking",Balsam pear; made with any type of fat,,6420,Other vegetables and combinations
6974,75208499,"Breadfruit, cooked, NS as to fat added in cooking",pana,2a,6418,Other starchy vegetables
6975,75208500,"Breadfruit, cooked, fat not added in cooking",pana; made with cooking spray,,6418,Other starchy vegetables
6976,75208501,"Breadfruit, cooked, fat added in cooking",pana; made with any type of fat,2a,6418,Other starchy vegetables
6977,75208520,"Breadfruit, fried",,,6418,Other starchy vegetables
6978,75208700,"Broccoflower, cooked, NS as to fat added in cooking",,2a,6420,Other vegetables and combinations
6979,75208710,"Broccoflower, cooked, fat not added in cooking",made with cooking spray,,6420,Other vegetables and combinations
6980,75208720,"Broccoflower, cooked, fat added in cooking, NS as to type of fat",,2a,6420,Other vegetables and combinations
6981,75208730,"Broccoflower, cooked, made with oil",,,6420,Other vegetables and combinations
6982,75208740,"Broccoflower, cooked, made with butter",made with animal fat or meat drippings,,6420,Other vegetables and combinations
6983,75208750,"Broccoflower, cooked, made with margarine",made with shortening,2a,6420,Other vegetables and combinations
6984,75209000,"Brussels sprouts, cooked, NS as to form, NS as to fat added in cooking",,2a,6420,Other vegetables and combinations
6985,75209001,"Brussels sprouts, cooked, from fresh, NS as to fat added in cooking",,2a,6420,Other vegetables and combinations
6986,75209002,"Brussels sprouts, cooked, from frozen, NS as to fat added in cooking",,2a,6420,Other vegetables and combinations
6987,75209010,"Brussels sprouts, cooked, NS as to form, fat not added in cooking",made with cooking spray,,6420,Other vegetables and combinations
6988,75209011,"Brussels sprouts, cooked, from fresh, fat not added in cooking",made with cooking spray,,6420,Other vegetables and combinations
6989,75209012,"Brussels sprouts, cooked, from frozen, fat not added in cooking",made with cooking spray,,6420,Other vegetables and combinations
6990,75209020,"Brussels sprouts, cooked, NS as to form, fat added in cooking, NS as to type of fat",,2a,6420,Other vegetables and combinations
6991,75209021,"Brussels sprouts, cooked, from fresh, fat added in cooking, NS as to type of fat",,2a,6420,Other vegetables and combinations
6992,75209022,"Brussels sprouts, cooked, from frozen, fat added in cooking, NS as to type of fat",,2a,6420,Other vegetables and combinations
6993,75209030,"Brussels sprouts, cooked, NS as to form, made with oil",,,6420,Other vegetables and combinations
6994,75209031,"Brussels sprouts, cooked, NS as to form, made with butter",made with animal fat or meat drippings,,6420,Other vegetables and combinations
6995,75209032,"Brussels sprouts, cooked, NS as to form, made with margarine",made with shortening,2a,6420,Other vegetables and combinations
6996,75209040,"Brussels sprouts, cooked, from fresh, made with oil",,,6420,Other vegetables and combinations
6997,75209041,"Brussels sprouts, cooked, from fresh, made with butter",made with animal fat or meat drippings,,6420,Other vegetables and combinations
6998,75209042,"Brussels sprouts, cooked, from fresh, made with margarine",made with shortening,2a,6420,Other vegetables and combinations
6999,75209050,"Brussels sprouts, cooked, from frozen, made with oil",,,6420,Other vegetables and combinations
7000,75209051,"Brussels sprouts, cooked, from frozen, made with butter",made with animal fat or meat drippings,,6420,Other vegetables and combinations
7001,75209052,"Brussels sprouts, cooked, from frozen, made with margarine",made with shortening,2a,6420,Other vegetables and combinations
7002,75209499,"Burdock, cooked, NS as to fat added in cooking",gobo,,6420,Other vegetables and combinations
7003,75209500,"Burdock, cooked, fat not added in cooking",gobo; made with cooking spray,,6420,Other vegetables and combinations
7004,75209501,"Burdock, cooked, fat added in cooking",gobo; made with any type of fat,,6420,Other vegetables and combinations
7005,75210000,"Cabbage, Chinese, cooked, NS as to fat added in cooking",bok choy; Napa; Pa-tsai; Pak-choi,,6420,Other vegetables and combinations
7006,75210010,"Cabbage, Chinese, cooked, fat not added in cooking",bok choy; Napa; Pa-tsai; Pak-choi; made with cooking spray,,6420,Other vegetables and combinations
7007,75210020,"Cabbage, Chinese, cooked, fat added in cooking, NS as to type of fat",bok choy; Napa; Pa-tsai; Pak-choi,,6420,Other vegetables and combinations
7008,75210021,"Cabbage, Chinese, cooked, made with oil",bok choy; Napa; Pa-tsai; Pak-choi,,6420,Other vegetables and combinations
7009,75210022,"Cabbage, Chinese, cooked, made with butter",bok choy; Napa; Pa-tsai; Pak-choi; made with animal fat or meat drippings,,6420,Other vegetables and combinations
7010,75210023,"Cabbage, Chinese, cooked, made with margarine",bok choy; Napa; Pa-tsai; Pak-choi; made with shortening,2a,6420,Other vegetables and combinations
7011,75211010,"Cabbage, green, cooked, NS as to fat added in cooking","cabbage, NS as to color",2a,6420,Other vegetables and combinations
7012,75211020,"Cabbage, green, cooked, fat not added in cooking","cabbage, NS as to color; made with cooking spray",,6420,Other vegetables and combinations
7013,75211030,"Cabbage, green, cooked, fat added in cooking, NS as to type of fat","cabbage, NS as to color",2a,6420,Other vegetables and combinations
7014,75211031,"Cabbage, green, cooked, made with oil","cabbage, NS as to color",,6420,Other vegetables and combinations
7015,75211032,"Cabbage, green, cooked, made with butter","cabbage, NS as to color; made with animal fat or meat drippings",,6420,Other vegetables and combinations
7016,75211033,"Cabbage, green, cooked, made with margarine","cabbage, NS as to color; made with shortening",2a,6420,Other vegetables and combinations
7017,75212000,"Cabbage, red, cooked, NS as to fat added in cooking",purple cabbage,2a,6420,Other vegetables and combinations
7018,75212010,"Cabbage, red, cooked, fat not added in cooking",purple cabbage; made with cooking spray,,6420,Other vegetables and combinations
7019,75212020,"Cabbage, red, cooked, fat added in cooking, NS as to type of fat",purple cabbage,2a,6420,Other vegetables and combinations
7020,75212021,"Cabbage, red, cooked, made with oil",purple cabbage,,6420,Other vegetables and combinations
7021,75212022,"Cabbage, red, cooked, made with butter",purple cabbage; made with animal fat or meat drippings,,6420,Other vegetables and combinations
7022,75212023,"Cabbage, red, cooked, made with margarine",purple cabbage; made with shortening,2a,6420,Other vegetables and combinations
7023,75213000,"Cabbage, savoy, cooked, NS as to fat added in cooking",,2a,6420,Other vegetables and combinations
7024,75213010,"Cabbage, savoy, cooked, fat not added in cooking",made with cooking spray,,6420,Other vegetables and combinations
7025,75213020,"Cabbage, savoy, cooked, fat added in cooking, NS as to type of fat",,2a,6420,Other vegetables and combinations
7026,75213021,"Cabbage, savoy, cooked, made with oil",,,6420,Other vegetables and combinations
7027,75213022,"Cabbage, savoy, cooked, made with butter",made with animal fat or meat drippings,,6420,Other vegetables and combinations
7028,75213023,"Cabbage, savoy, cooked, made with margarine",made with shortening,2a,6420,Other vegetables and combinations
7029,75213100,"Cactus, cooked, NS as to fat added in cooking",nopal,2a,6420,Other vegetables and combinations
7030,75213110,"Cactus, cooked, fat not added in cooking",nopal; made with cooking spray,,6420,Other vegetables and combinations
7031,75213120,"Cactus, cooked, fat added in cooking, NS as to type of fat",nopal,2a,6420,Other vegetables and combinations
7032,75213121,"Cactus, cooked, made with oil",nopal,,6420,Other vegetables and combinations
7033,75213122,"Cactus, cooked, made with butter",nopal; made with animal fat or meat drippings,,6420,Other vegetables and combinations
7034,75213123,"Cactus, cooked, made with margarine",nopal; made with shortening,2a,6420,Other vegetables and combinations
7035,75214000,"Cauliflower, cooked, NS as to form, NS as to fat added in cooking",,2a,6420,Other vegetables and combinations
7036,75214001,"Cauliflower, cooked, from fresh, NS as to fat added in cooking",,2a,6420,Other vegetables and combinations
7037,75214002,"Cauliflower, cooked, from frozen, NS as to fat added in cooking",,2a,6420,Other vegetables and combinations
7038,75214003,"Cauliflower, cooked, from canned, NS as to fat added in cooking",,2a,6420,Other vegetables and combinations
7039,75214010,"Cauliflower, cooked, NS as to form, fat not added in cooking",made with cooking spray,,6420,Other vegetables and combinations
7040,75214011,"Cauliflower, cooked, from fresh, fat not added in cooking",made with cooking spray,,6420,Other vegetables and combinations
7041,75214012,"Cauliflower, cooked, from frozen, fat not added in cooking",made with cooking spray,,6420,Other vegetables and combinations
7042,75214013,"Cauliflower, cooked, from canned, fat not added in cooking",made with cooking spray,,6420,Other vegetables and combinations
7043,75214020,"Cauliflower, cooked, NS as to form, fat added in cooking, NS as to type of fat",,2a,6420,Other vegetables and combinations
7044,75214021,"Cauliflower, cooked, from fresh, fat added in cooking, NS as to type of fat",,2a,6420,Other vegetables and combinations
7045,75214022,"Cauliflower, cooked, from frozen, fat added in cooking, NS as to type of fat",,2a,6420,Other vegetables and combinations
7046,75214023,"Cauliflower, cooked, from canned, fat added in cooking, NS as to type of fat",,2a,6420,Other vegetables and combinations
7047,75214024,"Cauliflower, cooked, NS as to form, made with oil",,,6420,Other vegetables and combinations
7048,75214025,"Cauliflower, cooked, NS as to form, made with butter",made with animal fat or meat drippings,,6420,Other vegetables and combinations
7049,75214026,"Cauliflower, cooked, NS as to form, made with margarine",made with shortening,2a,6420,Other vegetables and combinations
7050,75214027,"Cauliflower, cooked, from fresh, made with oil",,,6420,Other vegetables and combinations
7051,75214028,"Cauliflower, cooked, from fresh, made with butter",made with animal fat or meat drippings,,6420,Other vegetables and combinations
7052,75214029,"Cauliflower, cooked, from fresh, made with margarine",made with shortening,2a,6420,Other vegetables and combinations
7053,75214030,"Cauliflower, cooked, from frozen, made with oil",,,6420,Other vegetables and combinations
7054,75214031,"Cauliflower, cooked, from frozen, made with butter",made with animal fat or meat drippings,,6420,Other vegetables and combinations
7055,75214032,"Cauliflower, cooked, from frozen, made with margarine",made with shortening,2a,6420,Other vegetables and combinations
7056,75214033,"Cauliflower, cooked, from canned, made with oil",,,6420,Other vegetables and combinations
7057,75214034,"Cauliflower, cooked, from canned, made with butter",made with animal fat or meat drippings,,6420,Other vegetables and combinations
7058,75214035,"Cauliflower, cooked, from canned, made with margarine",made with shortening,2a,6420,Other vegetables and combinations
7059,75215000,"Celery, cooked, NS as to fat added in cooking",,2a,6420,Other vegetables and combinations
7060,75215010,"Celery, cooked, fat not added in cooking",made with cooking spray,,6420,Other vegetables and combinations
7061,75215020,"Celery, cooked, fat added in cooking, NS as to type of fat",,2a,6420,Other vegetables and combinations
7062,75215030,"Celery, cooked, made with oil",,,6420,Other vegetables and combinations
7063,75215040,"Celery, cooked, made with butter",made with animal fat or meat drippings,,6420,Other vegetables and combinations
7064,75215050,"Celery, cooked, made with margarine",made with shortening,2a,6420,Other vegetables and combinations
7065,75215100,"Fennel bulb, cooked, NS as to fat added in cooking",,2a,6420,Other vegetables and combinations
7066,75215110,"Fennel bulb, cooked, fat not added in cooking",made with cooking spray,,6420,Other vegetables and combinations
7067,75215120,"Fennel bulb, cooked, fat added in cooking, NS as to type of fat",,2a,6420,Other vegetables and combinations
7068,75215121,"Fennel bulb, cooked, made with oil",,,6420,Other vegetables and combinations
7069,75215122,"Fennel bulb, cooked, made with butter",made with animal fat or meat drippings,,6420,Other vegetables and combinations
7070,75215123,"Fennel bulb, cooked, made with margarine",made with shortening,2a,6420,Other vegetables and combinations
7071,75215509,"Christophine, cooked, NS as to fat added in cooking",chayote; mirliton,2a,6420,Other vegetables and combinations
7072,75215510,"Christophine, cooked, fat not added in cooking",chayote; mirliton; made with cooking spray,,6420,Other vegetables and combinations
7073,75215511,"Christophine, cooked, fat added in cooking",chayote; mirliton; made with any type of fat,2a,6420,Other vegetables and combinations
7074,75216000,"Corn, cooked, NS as to form, NS as to color, NS as to fat added in cooking",,2a,6416,Corn
7075,75216001,"Corn, cooked, from fresh, NS as to color, NS as to fat added in cooking",,2a,6416,Corn
7076,75216002,"Corn, cooked, from frozen, NS as to color, NS as to fat added in cooking",,2a,6416,Corn
7077,75216003,"Corn, cooked, from canned, NS as to color, NS as to fat added in cooking",,2a,6416,Corn
7078,75216010,"Corn, cooked, NS as to form, NS as to color, fat not added in cooking",made with cooking spray,,6416,Corn
7079,75216011,"Corn, cooked, from fresh, NS as to color, fat not added in cooking",made with cooking spray,,6416,Corn
7080,75216012,"Corn, cooked, from frozen, NS as to color, fat not added in cooking",made with cooking spray,,6416,Corn
7081,75216013,"Corn, cooked, from canned, NS as to color, fat not added in cooking",made with cooking spray,,6416,Corn
7082,75216020,"Corn, cooked, NS as to form, NS as to color, fat added in cooking, NS as to type of fat",,2a,6416,Corn
7083,75216021,"Corn, cooked, from fresh, NS as to color, fat added in cooking, NS as to type of fat",,2a,6416,Corn
7084,75216022,"Corn, cooked, from frozen, NS as to color, fat added in cooking, NS as to type of fat",,2a,6416,Corn
7085,75216023,"Corn, cooked, from canned, NS as to color, fat added in cooking, NS as to type of fat",,2a,6416,Corn
7086,75216024,"Corn, cooked, NS as to form, NS as to color, made with oil",,,6416,Corn
7087,75216025,"Corn, cooked, NS as to form, NS as to color, made with butter",made with animal fat or meat drippings,,6416,Corn
7088,75216026,"Corn, cooked, NS as to form, NS as to color, made with margarine",made with shortening,2a,6416,Corn
7089,75216027,"Corn, cooked, from fresh, NS as to color, made with oil",,,6416,Corn
7090,75216028,"Corn, cooked, from fresh, NS as to color, made with butter",made with animal fat or meat drippings,,6416,Corn
7091,75216029,"Corn, cooked, from fresh, NS as to color, made with margarine",made with shortening,2a,6416,Corn
7092,75216031,"Corn, cooked, from frozen, NS as to color, made with oil",,,6416,Corn
7093,75216202,"Corn, white, cooked, from frozen, NS as to fat added in cooking",,2a,6416,Corn
7094,75216032,"Corn, cooked, from frozen, NS as to color, made with butter",made with animal fat or meat drippings,,6416,Corn
7095,75216033,"Corn, cooked, from frozen, NS as to color, made with margarine",made with shortening,2a,6416,Corn
7096,75216034,"Corn, cooked, from canned, NS as to color, made with oil",,,6416,Corn
7097,75216035,"Corn, cooked, from canned, NS as to color, made with butter",made with animal fat or meat drippings,,6416,Corn
7098,75216036,"Corn, cooked, from canned, NS as to color, made with margarine",made with shortening,2a,6416,Corn
7099,75216050,"Corn, NS as to form, NS as to color, cream style",creamed corn,,6416,Corn
7100,75216053,"Corn, from canned, NS as to color, cream style",creamed corn,,6416,Corn
7101,75216070,"Corn, dried, cooked",,2a,6416,Corn
7102,75216100,"Corn, yellow, cooked, NS as to form, NS as to fat added in cooking",,2a,6416,Corn
7103,75216101,"Corn, yellow, cooked, from fresh, NS as to fat added in cooking",,2a,6416,Corn
7104,75216102,"Corn, yellow, cooked, from frozen, NS as to fat added in cooking",,2a,6416,Corn
7105,75216103,"Corn, yellow, cooked, from canned, NS as to fat added in cooking",,2a,6416,Corn
7106,75216110,"Corn, yellow, cooked, NS as to form, fat not added in cooking",made with cooking spray,,6416,Corn
7107,75216111,"Corn, yellow, cooked, from fresh, fat not added in cooking",made with cooking spray,,6416,Corn
7108,75216112,"Corn, yellow, cooked, from frozen, fat not added in cooking",made with cooking spray,,6416,Corn
7109,75216113,"Corn, yellow, cooked, from canned, fat not added in cooking",made with cooking spray,,6416,Corn
7110,75216120,"Corn, yellow, cooked, NS as to form, fat added in cooking, NS as to type of fat",,2a,6416,Corn
7111,75216121,"Corn, yellow, cooked, from fresh, fat added in cooking, NS as to type of fat",,2a,6416,Corn
7112,75216122,"Corn, yellow, cooked, from frozen, fat added in cooking, NS as to type of fat",,2a,6416,Corn
7113,75216123,"Corn, yellow, cooked, from canned, fat added in cooking, NS as to type of fat",,2a,6416,Corn
7114,75216131,"Corn, yellow, cooked, NS as to form, made with oil",,,6416,Corn
7115,75216132,"Corn, yellow, cooked, NS as to form, made with butter",made with animal fat or meat drippings,,6416,Corn
7116,75216133,"Corn, yellow, cooked, NS as to form, made with margarine",made with shortening,2a,6416,Corn
7117,75216134,"Corn, yellow, cooked, from fresh, made with oil",,,6416,Corn
7118,75216135,"Corn, yellow, cooked, from fresh, made with butter",made with animal fat or meat drippings,,6416,Corn
7119,75216136,"Corn, yellow, cooked, from fresh, made with margarine",made with shortening,2a,6416,Corn
7120,75216137,"Corn, yellow, cooked, from frozen, made with oil",,,6416,Corn
7121,75216138,"Corn, yellow, cooked, from frozen, made with butter",made with animal fat or meat drippings,,6416,Corn
7122,75216139,"Corn, yellow, cooked, from frozen, made with margarine",made with shortening,2a,6416,Corn
7123,75216141,"Corn, yellow, cooked, from canned, made with oil",,,6416,Corn
7124,75216142,"Corn, yellow, cooked, from canned, made with butter",made with animal fat or meat drippings,,6416,Corn
7125,75216143,"Corn, yellow, cooked, from canned, made with margarine",made with shortening,2a,6416,Corn
7126,75216150,"Corn, yellow, NS as to form, cream style",creamed corn,,6416,Corn
7127,75216153,"Corn, yellow, from canned, cream style",creamed corn,,6416,Corn
7128,75216160,"Corn, yellow and white, cooked, NS as to form, NS as to fat added in cooking",,2a,6416,Corn
7129,75216161,"Corn, yellow and white, cooked, from fresh, NS as to fat added in cooking",,2a,6416,Corn
7130,75216162,"Corn, yellow and white, cooked, from frozen, NS as to fat added in cooking",,2a,6416,Corn
7131,75216163,"Corn, yellow and white, cooked, from canned, NS as to fat added in cooking",,2a,6416,Corn
7132,75216170,"Corn, yellow and white, cooked, NS as to form, fat not added in cooking",made with cooking spray,,6416,Corn
7133,75216171,"Corn, yellow and white, cooked, from fresh, fat not added in cooking",made with cooking spray,,6416,Corn
7134,75216172,"Corn, yellow and white, cooked, from frozen, fat not added in cooking",made with cooking spray,,6416,Corn
